source,target,value
CVE-2015-0247,fedoraproject,4.6
CVE-2015-0240,redhat,0.0
CVE-2015-0240,samba,0.0
CVE-2015-0240,novell,0.0
CVE-2015-0240,canonical,0.0
CVE-2015-2897,sierrawireless,0.0
CVE-2015-0248,apache,5.0
CVE-2015-2890,dell,7.2
CVE-2015-6496,conntrack-toolsproject,5.0
CVE-2015-3028,mcafee,5.5
CVE-2015-3029,mcafee,4.0
CVE-2015-5554,adobe,0.0
CVE-2015-5554,microsoft,0.0
CVE-2015-5554,apple,0.0
CVE-2015-5554,linux,0.0
CVE-2015-5539,adobe,0.0
CVE-2015-5539,microsoft,0.0
CVE-2015-5539,apple,0.0
CVE-2015-5539,linux,0.0
CVE-2015-3048,adobe,0.0
CVE-2015-3048,apple,0.0
CVE-2015-3048,microsoft,0.0
CVE-2015-3049,adobe,0.0
CVE-2015-3049,apple,0.0
CVE-2015-3049,microsoft,0.0
CVE-2015-3042,adobe,0.0
CVE-2015-3042,linux,0.0
CVE-2015-3042,apple,0.0
CVE-2015-3042,microsoft,0.0
CVE-2015-3043,adobe,0.0
CVE-2015-3043,apple,0.0
CVE-2015-3043,microsoft,0.0
CVE-2015-3043,linux,0.0
CVE-2015-3040,adobe,5.0
CVE-2015-3040,apple,5.0
CVE-2015-3040,microsoft,5.0
CVE-2015-3040,linux,5.0
CVE-2015-3041,adobe,0.0
CVE-2015-3041,linux,0.0
CVE-2015-3041,apple,0.0
CVE-2015-3041,microsoft,0.0
CVE-2015-3046,adobe,0.0
CVE-2015-3046,apple,0.0
CVE-2015-3046,microsoft,0.0
CVE-2015-3047,adobe,5.0
CVE-2015-3047,apple,5.0
CVE-2015-3047,microsoft,5.0
CVE-2015-3044,adobe,5.0
CVE-2015-3044,apple,5.0
CVE-2015-3044,microsoft,5.0
CVE-2015-3044,linux,5.0
CVE-2015-4038,wpmembership,6.5
CVE-2015-3688,apple,6.8
CVE-2015-2221,clamav,5.0
CVE-2015-2221,canonical,5.0
CVE-2015-3027,apple,5.0
CVE-2015-0797,gstreamer,6.8
CVE-2015-0797,mozilla,6.8
CVE-2015-0797,linux,6.8
CVE-2015-0795,netiq,6.8
CVE-2015-3680,apple,6.8
CVE-2015-3681,apple,6.8
CVE-2015-0799,mozilla,4.3
CVE-2015-0798,mozilla,5.0
CVE-2015-0798,google,5.0
CVE-2015-3684,apple,6.8
CVE-2015-2223,paloaltonetworks,4.3
CVE-2015-3686,apple,6.8
CVE-2015-3687,apple,6.8
CVE-2015-2222,canonical,5.0
CVE-2015-2222,clamav,5.0
CVE-2015-1827,freeipa,5.0
CVE-2015-1822,debian,6.5
CVE-2015-1822,tuxfamily,6.5
CVE-2015-1821,tuxfamily,6.5
CVE-2015-1821,debian,6.5
CVE-2015-3318,ca,4.6
CVE-2015-3318,oracle,4.6
CVE-2015-3318,hp,4.6
CVE-2015-3318,ibm,4.6
CVE-2015-3318,linux,4.6
CVE-2015-3744,apple,6.8
CVE-2015-2937,mediawiki,7.1
CVE-2015-3319,hotspotexpress,5.0
CVE-2015-6575,google,0.0
CVE-2015-0831,mozilla,6.8
CVE-2015-0831,redhat,6.8
CVE-2015-0831,canonical,6.8
CVE-2015-0831,cononical,6.8
CVE-2015-7374,indusoft,7.5
CVE-2015-2408,microsoft,9.3
CVE-2015-7310,mcafee,6.5
CVE-2015-2401,microsoft,9.3
CVE-2015-2403,microsoft,9.3
CVE-2015-2402,microsoft,4.3
CVE-2015-2404,microsoft,9.3
CVE-2015-7229,twitterproject,3.5
CVE-2015-2406,microsoft,9.3
CVE-2015-0669,cisco,6.4
CVE-2015-0668,cisco,4.3
CVE-2015-0667,cisco,5.0
CVE-2015-0666,cisco,7.8
CVE-2015-0665,cisco,6.6
CVE-2015-0664,cisco,4.3
CVE-2015-0663,cisco,6.6
CVE-2015-0662,cisco,7.2
CVE-2015-0661,cisco,4.0
CVE-2015-0660,cisco,7.2
CVE-2015-2936,mediawiki,7.1
CVE-2015-0469,oracle,0.0
CVE-2015-0468,oracle,6.0
CVE-2015-0465,oracle,4.0
CVE-2015-0464,oracle,5.0
CVE-2015-0467,oracle,4.3
CVE-2015-0466,oracle,4.3
CVE-2015-0461,oracle,7.0
CVE-2015-0460,oracle,9.3
CVE-2015-0463,oracle,4.0
CVE-2015-0462,oracle,4.0
CVE-2015-1358,siemens,5.0
CVE-2015-1359,google,6.8
CVE-2015-1355,siemens,2.1
CVE-2015-1356,siemens,4.4
CVE-2015-1357,siemens,5.0
CVE-2015-1351,php,7.5
CVE-2015-1352,php,5.0
CVE-2015-1682,microsoft,9.3
CVE-2015-1683,microsoft,9.3
CVE-2015-1680,microsoft,2.1
CVE-2015-1681,microsoft,1.9
CVE-2015-1686,microsoft,4.3
CVE-2015-1687,microsoft,9.3
CVE-2015-1684,microsoft,4.3
CVE-2015-1685,microsoft,4.3
CVE-2015-5949,videolan,6.8
CVE-2015-1688,microsoft,6.8
CVE-2015-1689,microsoft,9.3
CVE-2015-3758,apple,4.3
CVE-2015-2315,wpml,4.3
CVE-2015-2314,wpml,7.5
CVE-2015-2317,novell,4.3
CVE-2015-2317,debian,4.3
CVE-2015-2317,djangoproject,4.3
CVE-2015-2316,djangoproject,5.0
CVE-2015-2316,novell,5.0
CVE-2015-2316,canonical,5.0
CVE-2015-4289,cisco,6.4
CVE-2015-1929,ibm,7.8
CVE-2015-4288,cisco,4.3
CVE-2015-1750,microsoft,9.3
CVE-2015-1751,microsoft,9.3
CVE-2015-1752,microsoft,9.3
CVE-2015-1753,microsoft,9.3
CVE-2015-1754,microsoft,9.3
CVE-2015-1755,microsoft,9.3
CVE-2015-1756,microsoft,9.3
CVE-2015-1757,microsoft,4.3
CVE-2015-1758,microsoft,6.9
CVE-2015-1759,microsoft,9.3
CVE-2015-3269,adobe,5.0
CVE-2015-5693,symantec,7.9
CVE-2015-0803,mozilla,7.5
CVE-2015-0802,mozilla,5.0
CVE-2015-0801,mozilla,7.5
CVE-2015-0800,mozilla,5.0
CVE-2015-0800,google,5.0
CVE-2015-0807,mozilla,6.8
CVE-2015-0806,mozilla,7.5
CVE-2015-0805,mozilla,7.5
CVE-2015-0804,mozilla,7.5
CVE-2015-5839,apple,5.0
CVE-2015-5838,apple,4.3
CVE-2015-0808,mozilla,5.0
CVE-2015-1536,google,8.5
CVE-2015-5797,apple,6.8
CVE-2015-5058,f5,7.8
CVE-2015-1921,ibm,6.4
CVE-2015-4367,simplesubscriptionproject,3.5
CVE-2015-3762,apple,5.0
CVE-2015-1920,ibm,0.0
CVE-2015-3404,certifyproject,4.0
CVE-2015-6241,wireshark,4.3
CVE-2015-0937,bluecoat,4.3
CVE-2015-2220,ninjaforms,4.3
CVE-2015-0935,bomgar,7.5
CVE-2015-0934,sharelatex,6.5
CVE-2015-0933,sharelatex,3.5
CVE-2015-0932,antlabs,0.0
CVE-2015-0931,ektron,6.8
CVE-2015-0930,servision,0.0
CVE-2015-3316,ca,4.6
CVE-2015-3316,oracle,4.6
CVE-2015-3316,hp,4.6
CVE-2015-3316,ibm,4.6
CVE-2015-3316,linux,4.6
CVE-2015-3317,ca,4.6
CVE-2015-3317,oracle,4.6
CVE-2015-3317,hp,4.6
CVE-2015-3317,ibm,4.6
CVE-2015-3317,linux,4.6
CVE-2015-4368,commerceogoneproject,5.0
CVE-2015-3310,canonical,4.3
CVE-2015-3310,debian,4.3
CVE-2015-3310,samba,4.3
CVE-2015-0938,bluecoat,5.0
CVE-2015-3910,google,7.5
CVE-2015-3911,huawei,9.0
CVE-2015-3912,huawei,5.0
CVE-2015-4369,trickquestionproject,3.5
CVE-2015-4634,cacti,7.5
CVE-2015-5600,openbsd,8.5
CVE-2015-4637,f5,4.3
CVE-2015-4638,f5,5.0
CVE-2015-1224,google,5.0
CVE-2015-1225,google,5.0
CVE-2015-1226,google,5.0
CVE-2015-1227,google,7.5
CVE-2015-1220,google,6.8
CVE-2015-1221,google,7.5
CVE-2015-1222,google,7.5
CVE-2015-1223,google,7.5
CVE-2015-1228,google,7.5
CVE-2015-1229,google,5.0
CVE-2015-1541,google,4.3
CVE-2015-3458,magento,6.5
CVE-2015-2139,hp,4.0
CVE-2015-2135,hp,0.0
CVE-2015-2134,hp,6.0
CVE-2015-2137,hp,0.0
CVE-2015-2136,hp,4.0
CVE-2015-2132,hp,4.4
CVE-2015-5163,openstack,3.5
CVE-2015-4129,intelliants,6.5
CVE-2015-6524,apache,5.0
CVE-2015-4945,ibm,5.0
CVE-2015-4127,churchadminproject,4.3
CVE-2015-5528,wpbeginner,4.3
CVE-2015-3134,adobe,0.0
CVE-2015-3134,linux,0.0
CVE-2015-3134,microsoft,0.0
CVE-2015-3134,apple,0.0
CVE-2015-6966,nibbleblog,6.8
CVE-2015-6513,j2store,7.5
CVE-2015-6965,creative-solutions,6.8
CVE-2015-6962,teiko,7.5
CVE-2015-6968,s9y,6.5
CVE-2015-6969,s9y,4.3
CVE-2015-2931,mediawiki,4.3
CVE-2015-6516,cygnux,6.5
CVE-2015-4235,cisco,9.0
CVE-2015-5751,apple,6.8
CVE-2015-3860,google,7.2
CVE-2015-3861,google,5.0
CVE-2015-3863,google,9.3
CVE-2015-3864,google,0.0
CVE-2015-4018,feedwordpressproject,6.5
CVE-2015-4010,encryptedcontactformproject,6.8
CVE-2015-4544,emc,9.0
CVE-2015-4542,emc,6.5
CVE-2015-4543,emc,4.0
CVE-2015-4016,valve,5.0
CVE-2015-4541,emc,3.5
CVE-2015-0061,microsoft,4.3
CVE-2015-0060,microsoft,4.7
CVE-2015-0063,microsoft,9.3
CVE-2015-0062,microsoft,7.2
CVE-2015-0065,microsoft,9.3
CVE-2015-0064,microsoft,9.3
CVE-2015-0067,microsoft,9.3
CVE-2015-0066,microsoft,9.3
CVE-2015-0069,microsoft,4.3
CVE-2015-0068,microsoft,9.3
CVE-2015-2733,mozilla,0.0
CVE-2015-4499,mozilla,7.5
CVE-2015-4494,mozilla,4.3
CVE-2015-4495,mozilla,4.3
CVE-2015-4495,novell,4.3
CVE-2015-4495,canonical,4.3
CVE-2015-4496,mozilla,9.3
CVE-2015-4497,mozilla,0.0
CVE-2015-4490,mozilla,4.3
CVE-2015-4490,novell,4.3
CVE-2015-4490,canonical,4.3
CVE-2015-4491,novell,6.8
CVE-2015-4491,canonical,6.8
CVE-2015-4491,gnome,6.8
CVE-2015-4491,mozilla,6.8
CVE-2015-4491,linux,6.8
CVE-2015-4491,google,6.8
CVE-2015-4492,novell,7.5
CVE-2015-4492,canonical,7.5
CVE-2015-4492,mozilla,7.5
CVE-2015-4493,mozilla,9.3
CVE-2015-4493,novell,9.3
CVE-2015-4493,canonical,9.3
CVE-2015-3118,adobe,0.0
CVE-2015-3118,microsoft,0.0
CVE-2015-3118,apple,0.0
CVE-2015-3118,linux,0.0
CVE-2015-3119,adobe,0.0
CVE-2015-3119,linux,0.0
CVE-2015-3119,microsoft,0.0
CVE-2015-3119,apple,0.0
CVE-2015-2791,wpml,6.4
CVE-2015-2790,foxitsoftware,4.3
CVE-2015-2792,wpml,7.5
CVE-2015-2797,airties,0.0
CVE-2015-0328,adobe,0.0
CVE-2015-0328,apple,0.0
CVE-2015-0328,microsoft,0.0
CVE-2015-0328,linux,0.0
CVE-2015-0329,adobe,0.0
CVE-2015-0329,linux,0.0
CVE-2015-0329,apple,0.0
CVE-2015-0329,microsoft,0.0
CVE-2015-6518,phpliteadminproject,4.3
CVE-2015-0322,adobe,0.0
CVE-2015-0322,linux,0.0
CVE-2015-0322,apple,0.0
CVE-2015-0322,microsoft,0.0
CVE-2015-0323,adobe,0.0
CVE-2015-0323,apple,0.0
CVE-2015-0323,microsoft,0.0
CVE-2015-0323,linux,0.0
CVE-2015-0320,adobe,0.0
CVE-2015-0320,linux,0.0
CVE-2015-0320,apple,0.0
CVE-2015-0320,microsoft,0.0
CVE-2015-0321,adobe,0.0
CVE-2015-0321,linux,0.0
CVE-2015-0321,apple,0.0
CVE-2015-0321,microsoft,0.0
CVE-2015-0326,adobe,0.0
CVE-2015-0326,apple,0.0
CVE-2015-0326,microsoft,0.0
CVE-2015-0326,linux,0.0
CVE-2015-0327,adobe,0.0
CVE-2015-0327,apple,0.0
CVE-2015-0327,microsoft,0.0
CVE-2015-0327,linux,0.0
CVE-2015-0324,adobe,0.0
CVE-2015-0324,apple,0.0
CVE-2015-0324,microsoft,0.0
CVE-2015-0324,linux,0.0
CVE-2015-0325,adobe,0.0
CVE-2015-0325,linux,0.0
CVE-2015-0325,apple,0.0
CVE-2015-0325,microsoft,0.0
CVE-2015-4304,cisco,9.0
CVE-2015-2728,mozilla,7.5
CVE-2015-4306,cisco,8.5
CVE-2015-4307,cisco,9.0
CVE-2015-4301,cisco,6.8
CVE-2015-4302,cisco,6.4
CVE-2015-4303,cisco,6.5
CVE-2015-4308,cisco,6.8
CVE-2015-3669,apple,6.8
CVE-2015-4677,fiverrscript,6.8
CVE-2015-3112,adobe,0.0
CVE-2015-3112,microsoft,0.0
CVE-2015-3112,apple,0.0
CVE-2015-5522,htacg,6.8
CVE-2015-3113,adobe,0.0
CVE-2015-3113,microsoft,0.0
CVE-2015-3113,apple,0.0
CVE-2015-3113,linux,0.0
CVE-2015-0490,oracle,4.9
CVE-2015-0491,oracle,0.0
CVE-2015-0491,suse,0.0
CVE-2015-0491,novell,0.0
CVE-2015-0492,oracle,9.3
CVE-2015-0493,oracle,1.5
CVE-2015-0494,oracle,4.3
CVE-2015-0495,oracle,7.5
CVE-2015-0496,oracle,4.0
CVE-2015-0497,oracle,4.3
CVE-2015-0498,oracle,1.7
CVE-2015-0499,oracle,3.5
CVE-2015-6661,drupal,5.0
CVE-2015-2722,mozilla,0.0
CVE-2015-2722,novell,0.0
CVE-2015-4947,ibm,9.0
CVE-2015-0257,redhat,2.1
CVE-2015-0254,apache,7.5
CVE-2015-0255,x.org,6.4
CVE-2015-0255,novell,6.4
CVE-2015-0252,debian,5.0
CVE-2015-0252,apache,5.0
CVE-2015-0253,apache,5.0
CVE-2015-0250,apache,6.4
CVE-2015-0250,canonical,6.4
CVE-2015-0251,apache,4.0
CVE-2015-2724,novell,0.0
CVE-2015-2724,canonical,0.0
CVE-2015-2724,debian,0.0
CVE-2015-2724,mozilla,0.0
CVE-2015-4080,kankun,6.8
CVE-2015-0259,openstack,5.1
CVE-2015-4026,apple,7.5
CVE-2015-4026,php,7.5
CVE-2015-1882,ibm,8.5
CVE-2015-1883,ibm,4.0
CVE-2015-4949,ibm,2.1
CVE-2015-5892,apple,2.1
CVE-2015-3077,adobe,0.0
CVE-2015-3077,linux,0.0
CVE-2015-3077,apple,0.0
CVE-2015-3077,microsoft,0.0
CVE-2015-3076,adobe,0.0
CVE-2015-3076,apple,0.0
CVE-2015-3076,microsoft,0.0
CVE-2015-3075,adobe,0.0
CVE-2015-3075,apple,0.0
CVE-2015-3075,microsoft,0.0
CVE-2015-3074,adobe,0.0
CVE-2015-3074,apple,0.0
CVE-2015-3074,microsoft,0.0
CVE-2015-3073,adobe,0.0
CVE-2015-3073,apple,0.0
CVE-2015-3073,microsoft,0.0
CVE-2015-3072,adobe,0.0
CVE-2015-3072,apple,0.0
CVE-2015-3072,microsoft,0.0
CVE-2015-3071,adobe,0.0
CVE-2015-3071,apple,0.0
CVE-2015-3071,microsoft,0.0
CVE-2015-3070,adobe,0.0
CVE-2015-3070,apple,0.0
CVE-2015-3070,microsoft,0.0
CVE-2015-3079,adobe,5.0
CVE-2015-3079,apple,5.0
CVE-2015-3079,microsoft,5.0
CVE-2015-3079,linux,5.0
CVE-2015-3078,adobe,0.0
CVE-2015-3078,linux,0.0
CVE-2015-3078,apple,0.0
CVE-2015-3078,microsoft,0.0
CVE-2015-3675,apple,5.0
CVE-2015-3674,apple,7.5
CVE-2015-3677,apple,4.3
CVE-2015-3676,apple,4.3
CVE-2015-3671,apple,7.2
CVE-2015-3673,apple,7.2
CVE-2015-3672,apple,7.2
CVE-2015-3679,apple,6.8
CVE-2015-3678,apple,7.2
CVE-2015-5161,zend,6.8
CVE-2015-1819,xmlsoft,5.0
CVE-2015-1818,redhat,7.5
CVE-2015-4641,swiftkey,6.4
CVE-2015-4641,samsung,6.4
CVE-2015-1816,theforeman,5.0
CVE-2015-1815,selinux,0.0
CVE-2015-1815,fedoraproject,0.0
CVE-2015-4640,swiftkey,2.9
CVE-2015-4640,samsung,2.9
CVE-2015-5418,hp,7.5
CVE-2015-5093,adobe,0.0
CVE-2015-3962,schneiderelectric,5.0
CVE-2015-6564,openbsd,6.9
CVE-2015-6565,openbsd,7.2
CVE-2015-2418,microsoft,6.9
CVE-2015-2419,microsoft,9.3
CVE-2015-7305,ows,5.0
CVE-2015-7304,drupaljedi,2.6
CVE-2015-7307,drupaldise,4.3
CVE-2015-7306,drupaldise,4.9
CVE-2015-2412,microsoft,4.3
CVE-2015-2413,microsoft,4.3
CVE-2015-2410,microsoft,4.3
CVE-2015-2411,microsoft,9.3
CVE-2015-2416,microsoft,5.0
CVE-2015-2417,microsoft,5.0
CVE-2015-2414,microsoft,4.3
CVE-2015-2415,microsoft,9.3
CVE-2015-0678,cisco,7.8
CVE-2015-0679,cisco,6.1
CVE-2015-3767,apple,7.2
CVE-2015-5796,apple,6.8
CVE-2015-0670,cisco,6.4
CVE-2015-0671,cisco,5.0
CVE-2015-0672,cisco,5.0
CVE-2015-0673,cisco,4.0
CVE-2015-0675,cisco,8.3
CVE-2015-0676,cisco,7.1
CVE-2015-0677,cisco,7.8
CVE-2015-3781,apple,4.3
CVE-2015-3780,apple,4.3
CVE-2015-3783,apple,7.5
CVE-2015-3782,apple,4.3
CVE-2015-3784,apple,5.0
CVE-2015-0478,oracle,4.3
CVE-2015-0479,oracle,4.0
CVE-2015-0476,oracle,5.5
CVE-2015-0477,oracle,4.3
CVE-2015-0474,oracle,1.5
CVE-2015-0475,oracle,4.0
CVE-2015-0472,oracle,3.5
CVE-2015-0473,oracle,4.3
CVE-2015-0470,oracle,4.3
CVE-2015-0471,oracle,4.4
CVE-2015-5813,apple,6.8
CVE-2015-6967,nibbleblog,6.5
CVE-2015-1321,canonical,6.8
CVE-2015-1321,oxideproject,6.8
CVE-2015-1322,canonical,4.6
CVE-2015-1322,ubuntu,4.6
CVE-2015-5737,fortinet,7.2
CVE-2015-2304,libarchive,6.4
CVE-2015-2305,rxspencerproject,6.8
CVE-2015-2305,novell,6.8
CVE-2015-2305,debian,6.8
CVE-2015-3259,xen,6.8
CVE-2015-2301,canonical,7.5
CVE-2015-2301,novell,7.5
CVE-2015-2301,debian,7.5
CVE-2015-2301,php,7.5
CVE-2015-3253,apache,7.5
CVE-2015-2308,sensiolabs,6.8
CVE-2015-3099,adobe,5.0
CVE-2015-3099,apple,5.0
CVE-2015-3099,microsoft,5.0
CVE-2015-3099,linux,5.0
CVE-2015-3099,google,5.0
CVE-2015-3098,adobe,5.0
CVE-2015-3098,apple,5.0
CVE-2015-3098,microsoft,5.0
CVE-2015-3098,google,5.0
CVE-2015-3098,linux,5.0
CVE-2015-3095,adobe,0.0
CVE-2015-3097,adobe,5.0
CVE-2015-3097,microsoft,5.0
CVE-2015-3096,adobe,6.8
CVE-2015-3096,google,6.8
CVE-2015-3096,microsoft,6.8
CVE-2015-3096,apple,6.8
CVE-2015-3096,linux,6.8
CVE-2015-3091,adobe,5.0
CVE-2015-3091,linux,5.0
CVE-2015-3091,apple,5.0
CVE-2015-3091,microsoft,5.0
CVE-2015-3090,adobe,0.0
CVE-2015-3090,apple,0.0
CVE-2015-3090,microsoft,0.0
CVE-2015-3090,linux,0.0
CVE-2015-3093,adobe,0.0
CVE-2015-3093,linux,0.0
CVE-2015-3093,apple,0.0
CVE-2015-3093,microsoft,0.0
CVE-2015-3092,adobe,5.0
CVE-2015-3092,apple,5.0
CVE-2015-3092,microsoft,5.0
CVE-2015-3092,linux,5.0
CVE-2015-5822,apple,6.8
CVE-2015-5823,apple,6.8
CVE-2015-5820,apple,4.3
CVE-2015-5821,apple,6.8
CVE-2015-5826,apple,4.3
CVE-2015-5827,apple,5.0
CVE-2015-5824,apple,4.3
CVE-2015-5825,apple,4.3
CVE-2015-5829,apple,6.8
CVE-2015-5782,apple,4.3
CVE-2015-1789,openssl,4.3
CVE-2015-1788,openssl,4.3
CVE-2015-1031,privoxy,7.5
CVE-2015-1030,privoxy,5.0
CVE-2015-1032,kiwix,4.3
CVE-2015-1782,libssh2,6.8
CVE-2015-1781,suse,6.8
CVE-2015-1781,gnu,6.8
CVE-2015-1039,zfcuserproject,4.3
CVE-2015-1038,7-zip,5.8
CVE-2015-0920,bannereffectheaderproject,6.8
CVE-2015-0921,mcafee,4.0
CVE-2015-0922,mcafee,5.0
CVE-2015-0923,ektron,5.0
CVE-2015-0924,ceragon,7.8
CVE-2015-0925,ipass,9.0
CVE-2015-0926,labtechsoftware,6.8
CVE-2015-3323,lenovo,5.0
CVE-2015-0929,servision,0.0
CVE-2015-2238,google,7.5
CVE-2015-2239,google,4.3
CVE-2015-3326,trendmicro,5.0
CVE-2015-3325,wpsymposium,7.5
CVE-2015-3324,lenovo,4.3
CVE-2015-5956,typo3,3.5
CVE-2015-5957,novell,0.0
CVE-2015-5957,roaringpenguin,0.0
CVE-2015-5222,redhat,8.5
CVE-2015-1251,google,6.8
CVE-2015-1250,google,7.5
CVE-2015-1253,google,7.5
CVE-2015-1252,google,7.5
CVE-2015-1255,google,6.8
CVE-2015-1254,google,5.0
CVE-2015-1257,google,7.5
CVE-2015-1256,google,7.5
CVE-2015-1259,google,7.5
CVE-2015-1258,google,7.5
CVE-2015-6582,google,6.8
CVE-2015-5910,apple,3.3
CVE-2015-6583,google,4.3
CVE-2015-3258,debian,7.5
CVE-2015-3258,canonical,7.5
CVE-2015-3258,linuxfoundation,7.5
CVE-2015-0818,mozilla,7.5
CVE-2015-0819,mozilla,4.3
CVE-2015-0814,mozilla,7.5
CVE-2015-0815,mozilla,7.5
CVE-2015-0816,mozilla,5.0
CVE-2015-0817,mozilla,6.8
CVE-2015-0810,mozilla,4.3
CVE-2015-0810,apple,4.3
CVE-2015-0811,mozilla,6.4
CVE-2015-0812,mozilla,4.3
CVE-2015-0813,mozilla,5.1
CVE-2015-0813,linux,5.1
CVE-2015-4159,sap,7.5
CVE-2015-4158,sap,5.0
CVE-2015-6459,ge,0.0
CVE-2015-5911,apple,0.0
CVE-2015-4153,zanematthew,5.0
CVE-2015-4152,elasticsearch,6.4
CVE-2015-4155,gnu,3.6
CVE-2015-4157,sap,5.0
CVE-2015-4156,novell,3.6
CVE-2015-4156,gnu,3.6
CVE-2015-3712,apple,9.3
CVE-2015-7382,refbase,7.5
CVE-2015-4790,oracle,6.9
CVE-2015-5681,wpslideshow,7.5
CVE-2015-2963,thoughtbot,4.3
CVE-2015-5429,hp,7.5
CVE-2015-2614,oracle,4.9
CVE-2015-3897,bonitasoft,5.0
CVE-2015-2615,oracle,5.0
CVE-2015-4460,boxautomation,6.8
CVE-2015-2965,oscommerce,4.0
CVE-2015-2676,asus,6.8
CVE-2015-0072,microsoft,4.3
CVE-2015-0073,microsoft,7.2
CVE-2015-0070,microsoft,4.3
CVE-2015-0071,microsoft,4.3
CVE-2015-0076,microsoft,4.3
CVE-2015-0077,microsoft,2.1
CVE-2015-0074,microsoft,4.3
CVE-2015-0075,microsoft,7.2
CVE-2015-0078,microsoft,7.2
CVE-2015-0079,microsoft,7.8
CVE-2015-4465,zanematthew,4.3
CVE-2015-3659,apple,6.8
CVE-2015-5912,apple,5.0
CVE-2015-2788,debian,0.0
CVE-2015-2789,foxitsoftware,4.4
CVE-2015-4467,libmspackproject,4.3
CVE-2015-2782,arjsoftware,7.5
CVE-2015-2618,oracle,2.1
CVE-2015-2781,hotspotexpress,4.3
CVE-2015-2786,mybb,0.0
CVE-2015-2787,php,7.5
CVE-2015-2785,gnome,7.5
CVE-2015-0317,adobe,0.0
CVE-2015-0317,linux,0.0
CVE-2015-0317,apple,0.0
CVE-2015-0317,microsoft,0.0
CVE-2015-0316,adobe,0.0
CVE-2015-0316,linux,0.0
CVE-2015-0316,apple,0.0
CVE-2015-0316,microsoft,0.0
CVE-2015-0315,adobe,0.0
CVE-2015-0315,apple,0.0
CVE-2015-0315,microsoft,0.0
CVE-2015-0315,linux,0.0
CVE-2015-0314,adobe,0.0
CVE-2015-0314,linux,0.0
CVE-2015-0314,apple,0.0
CVE-2015-0314,microsoft,0.0
CVE-2015-0313,adobe,0.0
CVE-2015-0313,linux,0.0
CVE-2015-0313,apple,0.0
CVE-2015-0313,microsoft,0.0
CVE-2015-0312,adobe,0.0
CVE-2015-0312,linux,0.0
CVE-2015-0312,microsoft,0.0
CVE-2015-0312,apple,0.0
CVE-2015-0311,adobe,0.0
CVE-2015-0311,linux,0.0
CVE-2015-0311,apple,0.0
CVE-2015-0311,microsoft,0.0
CVE-2015-0310,adobe,0.0
CVE-2015-0310,apple,0.0
CVE-2015-0310,microsoft,0.0
CVE-2015-0310,linux,0.0
CVE-2015-5916,apple,4.3
CVE-2015-0319,adobe,0.0
CVE-2015-0319,linux,0.0
CVE-2015-0319,apple,0.0
CVE-2015-0319,microsoft,0.0
CVE-2015-0318,adobe,0.0
CVE-2015-0318,apple,0.0
CVE-2015-0318,microsoft,0.0
CVE-2015-0318,linux,0.0
CVE-2015-4371,perfectoproject,5.8
CVE-2015-4370,sitedocumentationproject,3.5
CVE-2015-4373,ogtabsproject,3.5
CVE-2015-4372,imagetitleproject,3.5
CVE-2015-3415,debian,7.5
CVE-2015-3415,sqlite,7.5
CVE-2015-3414,sqlite,7.5
CVE-2015-3414,debian,7.5
CVE-2015-3417,ffmpeg,6.8
CVE-2015-3417,debian,6.8
CVE-2015-3416,debian,7.5
CVE-2015-3416,sqlite,7.5
CVE-2015-4379,webformmultiplefileuploadproject,6.8
CVE-2015-4378,crumbsproject,2.1
CVE-2015-4228,cisco,5.4
CVE-2015-6296,cisco,7.2
CVE-2015-5519,wideimageproject,4.3
CVE-2015-6525,debian,7.5
CVE-2015-6525,libeventproject,7.5
CVE-2015-4540,emc,3.5
CVE-2015-5442,hp,4.6
CVE-2015-5541,adobe,0.0
CVE-2015-5541,linux,0.0
CVE-2015-5541,microsoft,0.0
CVE-2015-5541,apple,0.0
CVE-2015-5540,adobe,0.0
CVE-2015-5540,microsoft,0.0
CVE-2015-5540,apple,0.0
CVE-2015-5540,linux,0.0
CVE-2015-5857,apple,5.0
CVE-2015-5856,apple,4.3
CVE-2015-5545,adobe,0.0
CVE-2015-5545,microsoft,0.0
CVE-2015-5545,apple,0.0
CVE-2015-5545,linux,0.0
CVE-2015-5066,metalgenix,4.3
CVE-2015-5544,adobe,0.0
CVE-2015-5544,microsoft,0.0
CVE-2015-5544,apple,0.0
CVE-2015-5544,linux,0.0
CVE-2015-0263,apache,5.0
CVE-2015-1105,apple,5.0
CVE-2015-0261,tcpdump,7.5
CVE-2015-0260,rhodecode,4.0
CVE-2015-0260,kallithea,4.0
CVE-2015-0267,redhat,3.6
CVE-2015-4208,cisco,7.5
CVE-2015-1104,apple,5.0
CVE-2015-4205,cisco,5.7
CVE-2015-4204,cisco,6.8
CVE-2015-4207,cisco,5.0
CVE-2015-0268,xen,4.9
CVE-2015-4201,cisco,5.0
CVE-2015-1107,apple,1.9
CVE-2015-4203,cisco,5.4
CVE-2015-4202,cisco,5.0
CVE-2015-5426,hp,4.6
CVE-2015-1106,apple,2.1
CVE-2015-5847,apple,7.2
CVE-2015-5548,adobe,0.0
CVE-2015-5548,microsoft,0.0
CVE-2015-5548,apple,0.0
CVE-2015-5548,linux,0.0
CVE-2015-1101,apple,6.9
CVE-2015-5424,hp,7.5
CVE-2015-6825,ffmpeg,7.5
CVE-2015-1103,apple,7.5
CVE-2015-5422,hp,7.5
